hurufKecil_fullText,cleaning_stemmed,sentiment
adab jokowi vs prabowo dalam menghormati orang yang lebih senior. https://t.co/xvm4njln7f,adab jokowi vs prabowo hormat orang lebih senior,negative
adapun daerah-daerah yang lebih banyak memilih paslon prabowo - gibran di antaranya bali 51 78% banten 55 69% bengkulu 69 29% jogja 50 59% dki jakarta 41 09% gorontalo 65 52% jambi 64 45% jawa barat 57 2% jawa tengah 52 7%. jawa timur 65 3% kalimantan barat https://t.co/uqev5lq43v,adapun daerahdaerah lebih banyak pilih paslon prabowo gibran antara bal banten bengkulu jogja dki jakarta gorontalo jambi jawa barat jawa tengah jawa timur kalimantan barat,neutral
pernyataan sikap gue setelah pelantikan pak prabowo - mas gibran tgl 20/10/2024 secara sah menurut uu sebagai rakyat indonesia gue mendukung penuh pak prabowo &amp; mas gibran sebagai presiden ri. mari kita dukung bersama² agar bangsa kita indonesia aman damai &amp; sejahtera 🇮🇩🇮🇩 https://t.co/rsjomrqn5b,nyata sikap gue lantik pak prabowo mas gibran tgl sah uu rakyat indonesia gue dukung penuh pak prabowo amp mas gibran presiden ri dukung sama bangsa indonesia aman damai amp sejahtera,positive
elo boleh up semua postingan lama gue tentang pak prabowo karena tak satupun yg gue hapus dulu gue tau pak prabowo dari keluarga dan teman2 dekat gue ga ngalamin/ ga melihat sendiri ( mungkin mereka bisa salah spt juga gue). tetapi ketika pak @prabowo begitu baik https://t.co/bgk2gnxgxc,elo up semua postingan lama gue pak prabowo tak satu yg gue hapus dulu gue tau pak prabowo keluarga teman dekat gue ga ngalamin ga lihat sendiri mungkin salah spt gue pak baik,negative
sebuah kehormatan bagi saya menerima ucapan selamat atas hasil sementara pemilu dari presiden negara palestina yang mulia mahmoud abbas. masyarakat indonesia selalu bersama palestina dalam masa tersulitnya dan akan terus mendukung perjuangan rakyat palestina untuk meraih https://t.co/gunl67d4ta,buah hormat terima ucap selamat atas hasil milu presiden negara palestina mulia mahmoud abbas masyarakat indonesia selalu sama palestina masa sulit terus dukung juang rakyat palestina raih,positive
ketua umum partai politik di indonesia tuh ga banyak. berikut daftarnya 1. pkb: a. muhaimin iskandar 2. gerindra: prabowo subianto 3. pdip: megawati soekarnoputri 4. golkar: bahlil lahadalia 5. nasdem: surya paloh 6. pan: zulkifli hasan 7. demokrat: ahy 8. pks: ahmad syaikhu 9. https://t.co/4pllhk93yf,ketua umum partai politik indonesia tuh ga banyak ikut daftar pkb a muhaimin iskandar gerindra prabowo subianto pdip megawati soekarnoputri golkar bahlil lahadalia nasdem surya paloh pan zulkifli hasan demokrat ahy pks ahmad syaikhu,neutral
selamat pagi pak @prabowo selamat pagi mas @gibran_tweet selamat beraktivitas tetap semangat dan salam #indonesiaraya https://t.co/7uzbccwynd,selamat pagi pak selamat pagi mas tweet selamat aktivitas tetap semangat salam,positive
pakar hukum tata negara yusril ihza mahendra mengaku siap menjadi menteri kabinet prabowo subianto-gibran rakabuming raka. terutama jika tugasnya berkaitan dengan bidang penegakkan hukum dalam hal ini menko hukum dan ham. . jika terpilih menjadi menteri dalam kabinet https://t.co/qktidmfb5b,pakar hukum tata negara yusril ihza mahendra aku siap jadi menteri kabinet prabowo subiantogibran rakabuming raka utama tugas kait bidang tegak hukum menko hukum ham pilih jadi menteri kabinet,neutral
owalaaaah sperti itu kejadiannya akhirnya netijen se indonesia dan pak @prabowo bisa tidur nyenyak... https://t.co/hu1x2yo1rp,owalaaaah sperti jadi akhir netijen se indonesia pak tidur nyenyak,positive
himbauan untuk semua pembenci mas gibran ‼️ kalian harusnya sadar dan mengakui bahwa beliau adlh wakil presiden terpilih ! apapun kesalahannya lupakan ‼️ ingat !! beliau adlh pemuda ksatria pemuda pemberani bukankah tak ada lebih berani darinya untuk melecehkan pak @prabowo ??! https://t.co/wkbxdm0oek,himbauan semua benci mas gibran kalian harus sadar aku beliau adlh wakil presiden pilih apa salah lupa ingat beliau adlh pemuda ksatria pemuda berani bukankah tak lebih berani dari leceh pak,negative
udah,udah,neutral
ponakan prabowo thomas djiwandono kabarnya akan dilantik jadi wakil bu sri mulyani selamat datang era kegelapan selamat datang neo orba selamat subur kepada nepotisme https://t.co/livhvduvzn,ponakan prabowo thomas djiwandono kabar lantik jadi wakil bu sri mulyani selamat datang era gelap selamat datang neo orba selamat subur nepotisme,neutral
pendukung prabowo bilang kalo prabowo tidak terlibat dalam penculikan aktivis tp prabowo sendiri bilang gini. jadi siapa yg harus gua percaya? pendukungnya atau junjungannya? 2beer! https://t.co/kx4ptocivz,dukung prabowo bilang kalo prabowo libat culi aktivis tp prabowo sendiri bilang gin jadi siapa yg gua percaya dukung junjung beer,negative
ini di antara akun yang terus menerus tebar isu fufufafa ingat akun-akun ini adalah akun yang menyerang dan memfitnah prabowo pada pemilu 2014 dan 2019 semoga pak prabowo tidak lupa @ekokuntadhi1 @jhonsitorus_18 @yusuf_dumdum coba di list ya akun2 lainnya di komen https://t.co/lwuyytdtcs,akun terus terus tebar isu fufufafa ingat akunakun akun serang fitnah prabowo milu moga pak prabowo lupa dumdum coba list akun lain komen,negative
kenapa narasinya yg minta usut fufufafa harus bawa² anies baswedan? emang yg dukung prabowo gak kesinggung apa sama perkataan² fufufafa.. aneh bin ajaib aing mah suka heran kl sama pendukung fanatik gak bisa bedain akal sehat sama engga.. ‍️ https://t.co/ikhxhhalgr,narasi yg minta usut fufufafa bawa anies baswedan emang yg dukung prabowo gak singgung apa sama kata fufufafa aneh bin ajaib aing mah suka heran kl sama dukung fanatik gak bedain akal sehat sama engga,negative
alhamdulillah... kabarnya sdh minta maaf ke prabowo krmn sdh ada yg sowan ke ps... kekuasaan itu indah kawan.... https://t.co/ab72abfvca,alhamdulillah kabar sdh minta maaf prabowo krmn sdh yg sowan ps kuasa indah kawan,negative
selepas dilantik tanggal 20 oktober mendatang presiden terpilih prabowo subianto akan langsung mengumumkan susunan kabinet pemerintahannya disusul pelantikan kabinet esok harinya. beliau ingin segera mengabdikan dirinya bekerja bersama zaken kabinetnya untuk bangsa ini agar https://t.co/owfmlhwm57,lepas lantik tanggal oktober datang presiden pilih prabowo subianto langsung umum susun kabinet perintah susul lantik kabinet esok hari beliau segera abdi diri kerja sama zaken kabinet bangsa,neutral
sehat-sehat ya pak prabowo https://t.co/eegqx3rptw,sehatsehat pak prabowo,negative
the best pictures in this week muka kecut fufufafa dan senyuman sumringah didit prabowo. takut yaaach gibran..??? #singkirkangibranfufufafa https://t.co/qqo3whqosf,the best pictures in this week muka kecut fufufafa senyum sumringah didit prabowo takut yaaach gibran,positive
bos rans dikabarkan masuk radar jadi menteri pada kabinet zaken prabowo-gibran. setujukah anda sobat pr? #katarakyat #raffiahmad #menparekraf #prmn https://t.co/7ok503btmy,bos rans kabar masuk radar jadi menteri kabinet zaken prabowogibran tuju sobat pr,neutral
penghargaan kenaikan pangkat istimewa saya berikan kepada menteri pertahanan ri prabowo subianto sebagai jenderal tni kehormatan dilaksanakan dalam rapat pimpinan tni-polri tahun 2024 di markas besar tni cilangkap jakarta rabu 28 februari 2024. ini merupakan penghargaan https://t.co/lu61xmj1qk,harga naik pangkat istimewa ikan menteri tahan ri prabowo subianto jenderal tni hormat laksana rapat pimpin tnipolri tahun markas besar tni cilangkap jakarta rabu februari rupa harga,neutral
kabuuurr ahh engga mau doorstop moment pak prabowo lari menghindari wartawan.. bercyaaaandaa https://t.co/095trpg6c6,kabuuurr ahh engga mau doorstop moment pak prabowo lari hindar wartawan bercyaaaandaa,negative
deklarasi bung rin @ponakannyaom terhadap paslon 02 prabowo-gibran. #tatakaeprabowo #menujuindonesiaemas2045 https://t.co/36zcbus1fh,deklarasi bung rin paslon prabowogibran,neutral
prabowo-gibran‼️ keren... era emas +62 dimulai. monggo tempo/anak abah/cucu 16% nanges ndek pojok... awas lek gak nanges. https://t.co/wq26qs2ekk,prabowogibran keren era emas mulai monggo tempoanak abahcucu nanges ndek pojok awas lek gak nanges,positive
hashim : program makan siang gratis prabowo 2 kali sehari. https://t.co/7pfairotdd,hashim program makan siang gratis prabowo kali hari,neutral
saya spill kemewahan kampanye akbar prabowo gibran 10 februari 2024. dari pintu masuk sampai umkm yang banyak terlibat spot foto dll. https://t.co/kdxo87qeua,spill mewah kampanye akbar prabowo gibran februari pintu masuk umkm banyak libat spot foto,neutral
sebagai dokter saya paling ngeri dengan mata anak ini. bukan soal julingnya. tapi ini mata yang pemiliknya harus dites kejiwaan. setelah tanggal 20 oktober pak @prabowo fixed harus benar-benar menjauh. https://t.co/nlqrojzwh4,dokter paling ngeri mata anak bukan soal juling mata milik tes jiwa tanggal oktober pak fixed benarbenar jauh,neutral
video ini harus diputar serentak pada 20 oktober 2024 ingat janjimu lho pak @prabowo ditagih rakyat di dunia dan akhirat kelak.. https://t.co/stmvwvxynw,video putar serentak oktober ingat janji lho pak tagih rakyat dunia akhirat kelak,positive
kalau jokowi dan aplgi prabowo menginginkan rk @ridwankamil jadi gubernurnya dki secara pasti sistem dlm pilkada ini sdh dipersiapkan utk memenangkan anda spt tlh disingkirkany pesaing anda. drama kampanye dan lawatan ke sejumlah tokoh hy agenda tipu² utk mengelabui rakyat. https://t.co/2nhdxxytvx,kalau jokowi aplgi prabowo ingin rk jadi gubernur dki sistem dlm pilkada sdh siap utk menang spt tlh disingkirkany saing drama kampanye lawat jumlah tokoh hy agenda tipu utk kelabu rakyat,negative
sebanyak 18 organisasi kemasyarakatan (ormas) lintas agama di indonesia mendorong agar yaqut cholil qoumas (gus yaqut) kembali diberi amanah untuk masuk dalam kabinet prabowo-gibran. mereka menilai selama menjabat menteri agama (menag) gus yaqut mampu mewujudkan kehidupan https://t.co/7mm4hdqdbi,banyak organisasi masyarakat ormas lintas agama indonesia dorong yaqut cholil qoumas gus yaqut beri amanah masuk kabinet prabowogibran nilai lama jabat menteri agama menag gus yaqut mampu wujud hidup,negative
tanda2 keretakan antara prabowo dan jokowi itu memang tidak bisa dihindari apalagi setelah bssn dan kaesang konfirmasi jika akun fufufafa adalah milik gibran aura tegang tak bisa dihindari ya semoga pelantikan prabowo berjalan baik2 aja. karena kita tdk tau apa rencana jokowi https://t.co/fxh7ixzqot,tanda kereta prabowo jokowi memang hindar bssn kaesang konfirmasi akun fufufafa milik gibran aura tegang tak hindar moga lantik prabowo jalan baik aja tdk tau apa rencana jokowi,negative
ada video saat debat capres. saat ganjar &amp; anies saling berbalas ngasi penilaian rendah nilai 5 dan 11 dari 100 kpd prabowo. mas anies gak usah takut sebut saja angkanya brp views 19 juta. likes 1 7 juta. komen 54.000an hasilnya prabowo gibran juara pilpres. https://t.co/i6zfl5g39z,video debat capres ganjar amp anies saling balas ngasi nilai rendah nilai kpd prabowo mas anies gak usah takut sebut angka brp views juta likes juta komen an hasil prabowo gibran juara pilpres,neutral
pimpinan dptp pks dan pengurus dpp pks bersilaturahmi ke kediaman presiden terpilih republik indonesia periode 2024-2029 prabowo subianto di jakarta selatan pada jum at (11/10/2024). kunjungan silaturahmi ini dipimpin langsung oleh ketua majelis syura pks habib salim segaf https://t.co/7qlxzm7xqm,pimpin dptp pks urus dpp pks silaturahmi diam presiden pilih republik indonesia periode prabowo subianto jakarta selatan jum at kunjung silaturahmi pimpin langsung ketua majelis syura pks habib salim segaf,negative
sebut prabowo bakal tancap gas ekonomi ri luhut ungkap 28.000 miliarder dunia siap investasi di indonesia: kita mau gdp di situ: luhut optimis bahwa prabowo subianto akan bawa ekonomi ri melejit. terlebih menko marves yakin bahwa puluhan ribu miliarder https://t.co/rd7ulvogyb https://t.co/7y9uws5svf,sebut prabowo bakal tancap gas ekonomi ri luhut ungkap miliarder dunia siap investasi indonesia mau gdp situ luhut optimis prabowo subianto bawa ekonomi ri lejit lebih menko marves yakin puluh ribu miliarder,neutral
wakil ketua dewan pembina partai gerindra hashim djojohadikusumo menilai prabowo subianto sebagai pemimpin yang pro bisnis dan pro rakyat karena mengagumi salah satu pimpinan partai komunis china deng xiaoping. #bisnisupdate #update #bisnis #quote https://t.co/uou4nszfs9 https://t.co/f5u6z0tdfu,wakil ketua dewan bina partai gerindra hashim djojohadikusumo nilai prabowo subianto pimpin pro bisnis pro rakyat kagum salah satu pimpin partai komunis china deng xiaoping,positive
kata mereka begini.. kami marah sama @jokowi menyesal kami mendukungnya selama 9 tahun kami sekarang berharap kepada prabowo kami dukung pak prabowo. padahal mereka mendadak marah dan kecewa ke jokowi karena pada saat pilpres jokowi mendukung prabowo. ini semakin lucu.. https://t.co/o9poyyegyp,kata begini marah sama sesal dukung lama tahun sekarang harap prabowo dukung pak prabowo padahal dadak marah kecewa jokowi pilpres jokowi dukung prabowo makin lucu,negative
prabowo memberikan sinyal jumlah kabinet pemerintahannya akan lebih banyak dari kabinet presiden jokowi yang berjumlah 34. ia dikabarkan bakal punya 44 54 menteri. #newsupdate #update #news #quote https://t.co/8pc2wsgfhw https://t.co/cszaewhp1s,prabowo beri sinyal jumlah kabinet perintah lebih banyak kabinet presiden jokowi jumlah kabar bakal punya menteri,neutral
belooom beluuuuum belum belum belom belum blom beloooooooom https://t.co/fzfmyr7rec,belooom beluuuuum bom blom beloooooooom,positive
...bagi yg mau tahu siapa silfester matutina yg dibongkar isi otak'y oleh rocky gerung. dia adalah waketum tkn prabowo-gibran yg membela hedonisme kaesang-erina dengan pernyataan nirempatik. yg juga adalah mantan narapidana. kena batu'y dipermalukan rocky gerung... (`` ) https://t.co/xo74qgs5sc,yg mau tahu siapa silfester matutina yg bongkar isi otaky rocky gerung waketum tkn prabowogibran yg bela hedonisme kaesangerina nyata nirempatik yg mantan narapidana kena batuy malu rocky gerung,negative
menteri pertanian (mentan) amran sulaiman menginginkan swasembada pangan dapat dicapai paling lambat dalam 3 tahun ke depan. target itu lebih cepat dibanding rencana presiden terpilih prabowo subianto. #bisnisupdate #update #bisnis #quote https://t.co/ku3bnuimyj https://t.co/mpdov2xz3n,menteri tani tan amran sulaiman ingin swasembada pangan capai paling lambat tahun depan target lebih cepat banding rencana presiden pilih prabowo subianto,negative
kasih 2 retweet. kami bocorin soal operasi memoles citra jokowi menjelang pelantikan presiden terpilih prabowo.,kasih retweet bocorin soal operasi moles citra jokowi jelang lantik presiden pilih prabowo,negative
terimakasih kepada bapak prabowo subianto sudah berkunjung ke dpp pkb. sebuah kebanggaan untuk saya jajaran pengurus juga kader pkb bisa menyambut sekaligus mengucapkan selamat secara langsung kepada beliau. saya juga menitipkan 8 agenda perubahan pkb untuk diperjuangkan di https://t.co/cmwrcdh1kv,terimakasih bapak prabowo subianto kunjung dpp pkb buah bangga jajar urus kader pkb sambut sekaligus ucap selamat langsung beliau titip agenda ubah pkb juang,positive
untuk memperbaiki bangsa ke depan presiden terpilih pak @prabowo hendaknya : 1) membuang pengaruh jokowi 2) menghentikan semua kerusakan yg dibuat oleh jokowi. buzzer silakan masuk https://t.co/po5wj9shet,baik bangsa depan presiden pilih pak hendak buang pengaruh jokowi henti semua rusa yg buat jokowi buzzer sila masuk,neutral
